STS_ID,STS_ID_CONSTR1,STS_ID_CONSTR2,STS_ID_WEIGHT,CONSTRUCTION_TYPE,GROWTH_RATE_FREQ,GROWTH_TYPE,AGGREGATION,THRESHOLD_PROP,THRESHOLD_COUNTRIES,SCALING,COMMENTS
WEIGHT.POP.NPV.FOOD.0406,QV.NPV.FOOD.BASE.0406,POP.TOT.BASE.0406,,share,,,discard,0.65,0,,the aggregation is not needed but I need to specify it otherwise this variable will be excluded from the aggregation phase and cannot be used as weight for the aggregation of other variables
QV.NPV.CRPS.ID.NO,,,,,,,sum,0.65,0,,
QV.NPV.CRPS.BASE.0406,,,,manual,,,discard,0.65,0,,the aggregation is not needed but I need to specify it otherwise this variable will be excluded from the aggregation phase and cannot be used as weight for the aggregation of other variables
QV.NPCPV.CRPS.ID.SHP,QV.NPV.CRPS.ID.NO,OA.TPBS.POP.PPL.NO,OA.TPBS.POP.PPL.NO,share,,,weighted.mean,0.65,0,,
WEIGHT.POP.NPV.CRPS.0406,QV.NPV.CRPS.BASE.0406,POP.TOT.BASE.0406,,share,,,discard,0.65,0,,the aggregation is not needed but I need to specify it otherwise this variable will be excluded from the aggregation phase and cannot be used as weight for the aggregation of other variables
QV.GPV.AGR.ID.NO,,,,,,,sum,0.65,0,,
QV.GPV.AGR.BASE.0406,,,,manual,,,discard,0.65,0,,the aggregation is not needed but I need to specify it otherwise this variable will be excluded from the aggregation phase and cannot be used as weight for the aggregation of other variables
QV.NPV.AGR.ID.NO,,,,,,,sum,0.65,0,,
QV.NPV.AGR.BASE.0406,,,,manual,,,discard,0.65,0,,the aggregation is not needed but I need to specify it otherwise this variable will be excluded from the aggregation phase and cannot be used as weight for the aggregation of other variables
QV.NPCPV.AGR.ID.SHP,QV.NPV.AGR.ID.NO,OA.TPBS.POP.PPL.NO,OA.TPBS.POP.PPL.NO,share,,,weighted.mean,0.65,0,,
WEIGHT.POP.NPV.AGR.0406,QV.NPV.AGR.BASE.0406,POP.TOT.BASE.0406,,share,,,discard,0.65,0,,the aggregation is not needed but I need to specify it otherwise this variable will be excluded from the aggregation phase and cannot be used as weight for the aggregation of other variables
QV.NPV.CRLS.ID.NO,,,,,,,sum,0.65,0,,
QV.NPV.CRLS.BASE.0406,,,,manual,,,discard,0.65,0,,the aggregation is not needed but I need to specify it otherwise this variable will be excluded from the aggregation phase and cannot be used as weight for the aggregation of other variables
QV.NPCPV.CRLS.ID.SHP,QV.NPV.CRLS.ID.NO,OA.TPBS.POP.PPL.NO,OA.TPBS.POP.PPL.NO,share,,,weighted.mean,0.65,0,,
WEIGHT.POP.NPV.CRLS.0406,QV.NPV.CRLS.BASE.0406,POP.TOT.BASE.0406,,share,,,discard,0.65,0,,the aggregation is not needed but I need to specify it otherwise this variable will be excluded from the aggregation phase and cannot be used as weight for the aggregation of other variables
QV.NPV.LVSTCK.ID.NO,,,,,,,sum,0.65,0,,
QV.NPV.LVSTCK.BASE.0406,,,,manual,,,discard,0.65,0,,the aggregation is not needed but I need to specify it otherwise this variable will be excluded from the aggregation phase and cannot be used as weight for the aggregation of other variables
QV.NPCPV.LVSTCK.ID.SHP,QV.NPV.LVSTCK.ID.NO,OA.TPBS.POP.PPL.NO,OA.TPBS.POP.PPL.NO,share,,,weighted.mean,0.65,0,,
WEIGHT.POP.NPV.LVSTCK.0406,QV.NPV.LVSTCK.BASE.0406,POP.TOT.BASE.0406,,share,,,discard,0.65,0,,the aggregation is not needed but I need to specify it otherwise this variable will be excluded from the aggregation phase and cannot be used as weight for the aggregation of other variables
QV.NPV.NNFOOD.ID.NO,,,,,,,sum,0.65,0,,
QV.NPV.NNFOOD.BASE.0406,,,,manual,,,discard,0.65,0,,the aggregation is not needed but I need to specify it otherwise this variable will be excluded from the aggregation phase and cannot be used as weight for the aggregation of other variables
QV.NPCPV.NNFOOD.ID.SHP,QV.NPV.NNFOOD.ID.NO,OA.TPBS.POP.PPL.NO,OA.TPBS.POP.PPL.NO,share,,,weighted.mean,0.65,0,,
WEIGHT.POP.NPV.NNFOOD.0406,QV.NPV.NNFOOD.BASE.0406,POP.TOT.BASE.0406,,share,,,discard,0.65,0,,the aggregation is not needed but I need to specify it otherwise this variable will be excluded from the aggregation phase and cannot be used as weight for the aggregation of other variables
QI.GPIN.FOOD.IN.NO,,,QV.GPV.FOOD.BASE.0406,,,,weighted.mean,0.65,0,,
QI.GPCPIN.FOOD.IN.NO,,,QV.GPV.FOOD.BASE.0406,,,,weighted.mean,0.65,0,,
QI.NPIN.FOOD.IN.NO,,,QV.NPV.FOOD.BASE.0406,,,,weighted.mean,0.65,0,,
QI.NPCPIN.FOOD.IN.NO,,,QV.NPV.FOOD.BASE.0406,,,,weighted.mean,0.65,0,,
QI.NPCPIN.FOOD.IN.GR12,QI.NPCPIN.FOOD.IN.NO,,QI.NPCPIN.FOOD.IN.NO,growth,12,geo,weighted.mean,0.65,0,,ls
QI.NPCPIN.FOOD.IN.CH1,QI.NPCPIN.FOOD.IN.NO,,QI.NPCPIN.FOOD.IN.NO,change,1,,weighted.mean,0.65,0,,
QI.NPIN.CRPS.IN.NO,,,QV.NPV.CRPS.BASE.0406,,,,weighted.mean,0.65,0,,
QI.NPCPIN.CRPS.IN.NO,,,QV.NPV.CRPS.BASE.0406,,,,weighted.mean,0.65,0,,
QI.NPCPIN.CRPS.IN.GR12,QI.NPCPIN.CRPS.IN.NO,,QI.NPCPIN.CRPS.IN.NO,growth,12,geo,weighted.mean,0.65,0,,ls
QI.NPCPIN.CRPS.IN.CH1,QI.NPCPIN.CRPS.IN.NO,,QI.NPCPIN.CRPS.IN.NO,change,1,,weighted.mean,0.65,0,,
QI.GPIN.AGR.IN.NO,,,QV.GPV.AGR.BASE.0406,,,,weighted.mean,0.65,0,,
QI.NPIN.AGR.IN.NO,,,QV.NPV.AGR.BASE.0406,,,,weighted.mean,0.65,0,,
QI.NPCPIN.AGR.IN.NO,,,QV.NPV.AGR.BASE.0406,,,,weighted.mean,0.65,0,,
QI.NPIN.CRLS.IN.NO,,,QV.NPV.CRLS.BASE.0406,,,,weighted.mean,0.65,0,,
QI.NPCPIN.CRLS.IN.NO,,,QV.NPV.CRLS.BASE.0406,,,,weighted.mean,0.65,0,,
QI.NPIN.LVSTCK.IN.NO,,,QV.NPV.LVSTCK.BASE.0406,,,,weighted.mean,0.65,0,,
QI.NPCPIN.LVSTCK.IN.NO,,,QV.NPV.LVSTCK.BASE.0406,,,,weighted.mean,0.65,0,,
QI.NPCPIN.LVSTCK.IN.GR12,QI.NPCPIN.LVSTCK.IN.NO,,QI.NPCPIN.LVSTCK.IN.NO,growth,12,geo,weighted.mean,0.65,0,,ls
QI.NPCPIN.LVSTCK.IN.CH1,QI.NPCPIN.LVSTCK.IN.NO,,QI.NPCPIN.LVSTCK.IN.NO,change,1,,weighted.mean,0.65,0,,
QI.NPIN.NNFOOD.IN.NO,,,QV.NPV.NNFOOD.BASE.0406,,,,weighted.mean,0.65,0,,
QI.NPCPIN.NNFOOD.IN.NO,,,QV.NPV.NNFOOD.BASE.0406,,,,weighted.mean,0.65,0,,
QI.NPCPIN.NNFOOD.IN.GR12,QI.NPCPIN.NNFOOD.IN.NO,,QI.NPCPIN.NNFOOD.IN.NO,growth,12,geo,weighted.mean,0.65,0,,ls
QI.NPCPIN.NNFOOD.IN.CH1,QI.NPCPIN.NNFOOD.IN.NO,,QI.NPCPIN.NNFOOD.IN.NO,change,1,,weighted.mean,0.65,0,,
MUV,,,,,,,discard,0.65,0,,no aggregation has to be done
TP.EXVAL.FOOD.USD.NO,,,,,,,sum,0.65,0,,trade
TP.IMVAL.FOOD.USD.NO,,,,,,,sum,0.65,0,,trade
TP.EXVOL.CRLS.TN.NO,,,,,,,sum,0.65,0,,trade
TP.IMVOL.CRLS.TN.NO,,,,,,,sum,0.65,0,,trade
TP.EXVAL.CRLS.USD.NO,,,,,,,sum,0.65,0,,trade
TP.IMVAL.CRLS.USD.NO,,,,,,,sum,0.65,0,,trade
TP.EXVAL.CRLSPREP.USD.NO,,,,,,,sum,0.65,0,,trade
TP.EXVAL.CRLSPREP.USD.SH,TP.EXVAL.CRLSPREP.USD.NO,MUV,,share,,,sum,0.65,0,,trade
TP.IMVAL.CRLSPREP.USD.NO,,,,,,,sum,0.65,0,,trade
TP.IMVAL.CRLSPREP.USD.SH,TP.IMVAL.CRLSPREP.USD.NO,MUV,,share,,,sum,0.65,0,,trade
TP.NETVAL.CRLSPREP.USD.NO,,,,manual,,,sum,0.65,0,,trade
TP.NETVAL.CRLSPREP.USD.SH,TP.NETVAL.CRLSPREP.USD.NO,MUV,,share,,,sum,0.65,0,,trade
TP.EXVOL.MEAT.TN.NO,,,,,,,sum,0.65,0,,trade
TP.IMVOL.MEAT.TN.NO,,,,,,,sum,0.65,0,,trade
TP.EXVAL.MEATPREP.USD.NO,,,,,,,sum,0.65,0,,trade
TP.EXVAL.MEATPREP.USD.SH,TP.EXVAL.MEATPREP.USD.NO,MUV,,share,,,sum,0.65,0,,trade
TP.IMVAL.MEATPREP.USD.NO,,,,,,,sum,0.65,0,,trade
TP.IMVAL.MEATPREP.USD.SH,TP.IMVAL.MEATPREP.USD.NO,MUV,,share,,,sum,0.65,0,,trade
TP.NETVAL.MEATPREP.USD.NO,,,,manual,,,sum,0.65,0,,trade
TP.NETVAL.MEATPREP.USD.SH,TP.NETVAL.MEATPREP.USD.NO,MUV,,share,,,sum,0.65,0,,trade
TP.EXVAL.FV.USD.NO,,,,,,,sum,0.65,0,,trade
TP.EXVAL.FV.USD.SH,TP.EXVAL.FV.USD.NO,MUV,,share,,,sum,0.65,0,,trade
TP.IMVAL.FV.USD.NO,,,,,,,sum,0.65,0,,trade
TP.IMVAL.FV.USD.SH,TP.IMVAL.FV.USD.NO,MUV,,share,,,sum,0.65,0,,trade
TP.NETVAL.FV.USD.NO,,,,manual,,,sum,0.65,0,,trade
TP.NETVAL.FV.USD.SH,TP.NETVAL.FV.USD.NO,MUV,,share,,,sum,0.65,0,,trade
TP.EXVOL.MILKEQ.TN.NO,,,,,,,sum,0.65,0,,trade
TP.IMVOL.MILKEQ.TN.NO,,,,,,,sum,0.65,0,,trade
TP.EXVAL.MILKEQ.USD.NO,,,,,,,sum,0.65,0,,trade
TP.EXVAL.MILKEQ.USD.SH,TP.EXVAL.MILKEQ.USD.NO,MUV,,share,,,sum,0.65,0,,trade
TP.IMVAL.MILKEQ.USD.NO,,,,,,,sum,0.65,0,,trade
TP.IMVAL.MILKEQ.USD.SH,TP.IMVAL.MILKEQ.USD.NO,MUV,,share,,,sum,0.65,0,,trade
TP.NETVAL.MILKEQ.USD.NO,,,,manual,,,sum,0.65,0,,
TP.NETVAL.MILKEQ.USD.SH,TP.NETVAL.MILKEQ.USD.NO,MUV,,share,,,sum,0.65,0,,
TP.EXVOL.ANFATS.TN.NO,,,,,,,sum,0.65,0,,trade
TP.IMVOL.ANFATS.TN.NO,,,,,,,sum,0.65,0,,trade
TP.EXVAL.ANFATS.USD.NO,,,,,,,sum,0.65,0,,trade
TP.EXVAL.ANFATS.USD.SH,TP.EXVAL.ANFATS.USD.NO,MUV,,share,,,sum,0.65,0,,trade
TP.IMVAL.ANFATS.USD.NO,,,,,,,sum,0.65,0,,trade
TP.IMVAL.ANFATS.USD.SH,TP.IMVAL.ANFATS.USD.NO,MUV,,share,,,sum,0.65,0,,trade
TP.EXVOL.OILSEEDS.TN.NO,,,,,,,sum,0.65,0,,trade
TP.IMVOL.OILSEEDS.TN.NO,,,,,,,sum,0.65,0,,trade
TP.EXVAL.OILSEEDS.USD.NO,,,,,,,sum,0.65,0,,trade
TP.EXVAL.OILSEEDS.USD.SH,TP.EXVAL.OILSEEDS.USD.NO,MUV,,share,,,sum,0.65,0,,trade
TP.IMVAL.OILSEEDS.USD.NO,,,,,,,sum,0.65,0,,trade
TP.IMVAL.OILSEEDS.USD.SH,TP.IMVAL.OILSEEDS.USD.NO,MUV,,share,,,sum,0.65,0,,trade
TP.EXVOL.MISC.TN.NO,,,,,,,sum,0.65,0,,trade
TP.IMVOL.MISC.TN.NO,,,,,,,sum,0.65,0,,trade
TP.EXVAL.MISC.USD.NO,,,,,,,sum,0.65,0,,trade
TP.IMVAL.MISC.USD.NO,,,,,,,sum,0.65,0,,trade
TP.EXVOL.SUGHON.TN.NO,,,,,,,sum,0.65,0,,trade
TP.IMVOL.SUGHON.TN.NO,,,,,,,sum,0.65,0,,trade
TP.EXVAL.SUGHON.USD.NO,,,,,,,sum,0.65,0,,trade
TP.EXVAL.SUGHON.USD.SH,TP.EXVAL.SUGHON.USD.NO,MUV,,share,,,sum,0.65,0,,trade
TP.IMVAL.SUGHON.USD.NO,,,,,,,sum,0.65,0,,trade
TP.IMVAL.SUGHON.USD.SH,TP.IMVAL.SUGHON.USD.NO,MUV,,share,,,sum,0.65,0,,trade
TP.NETVAL.SUGHON.USD.NO,,,,manual,,,sum,0.65,0,,
TP.NETVAL.SUGHON.USD.SH,TP.NETVAL.SUGHON.USD.NO,MUV,,share,,,sum,0.65,0,,trade
TP.EXVOL.VEGOIL.TN.NO,,,,,,,sum,0.65,0,,trade
TP.IMVOL.VEGOIL.TN.NO,,,,,,,sum,0.65,0,,trade
TP.EXVAL.VEGOIL.USD.NO,,,,,,,sum,0.65,0,,trade
TP.EXVAL.VEGOIL.USD.SH,TP.EXVAL.VEGOIL.USD.NO,MUV,,share,,,sum,0.65,0,,trade
TP.IMVAL.VEGOIL.USD.NO,,,,,,,sum,0.65,0,,trade
TP.IMVAL.VEGOIL.USD.SH,TP.IMVAL.VEGOIL.USD.NO,MUV,,share,,,sum,0.65,0,,trade
TP.NETVAL.AFOVO.USD.NO,,,,manual,,,sum,0.65,0,,
TP.NETVAL.AFOVO.USD.SH,TP.NETVAL.AFOVO.USD.NO,MUV,,share,,,sum,0.65,0,,
TP.EXVAL.CTCS.USD.NO,,,,,,,sum,0.65,0,,trade
TP.EXVAL.CTCS.USD.SH,TP.EXVAL.CTCS.USD.NO,MUV,,share,,,sum,0.65,0,,trade
TP.IMVAL.CTCS.USD.NO,,,,,,,sum,0.65,0,,trade
TP.IMVAL.CTCS.USD.SH,TP.IMVAL.CTCS.USD.NO,MUV,,share,,,sum,0.65,0,,trade
TP.NETVAL.CTCS.USD.NO,,,,manual,,,sum,0.65,0,,
TP.NETVAL.CTCS.USD.SH,TP.NETVAL.CTCS.USD.NO,MUV,,share,,,sum,0.65,0,,trade
TP.EXVOL.BEV.TN.NO,,,,,,,sum,0.65,0,,trade
TP.IMVOL.BEV.TN.NO,,,,,,,sum,0.65,0,,trade
TP.EXVAL.BEV.USD.NO,,,,,,,sum,0.65,0,,trade
TP.EXVAL.BEV.USD.SH,TP.EXVAL.BEV.USD.NO,MUV,,share,,,sum,0.65,0,,trade
TP.IMVAL.BEV.USD.NO,,,,,,,sum,0.65,0,,trade
TP.IMVAL.BEV.USD.SH,TP.IMVAL.BEV.USD.NO,MUV,,share,,,sum,0.65,0,,trade
TP.NETVAL.BEV.USD.NO,,,,manual,,,sum,0.65,0,,
TP.NETVAL.BEV.USD.SH,TP.NETVAL.BEV.USD.NO,MUV,,share,,,sum,0.65,0,,
TI.IMVAL.FOOD.IN.NO,,,,,,,discard,0.65,0,,no aggregation has to be done
EN.BIR.THRD.NO,,,,,,,sum,0.65,0,,
EN.FSH.THRD.NO,,,,,,,sum,0.65,0,,
EN.MAM.THRD.NO,,,,,,,sum,0.65,0,,
EN.HPT.THRD.NO,,,,,,,sum,0.65,0,,
ER.LND.PTLD.ZS,,,RL.AREA.LAND.HA.NO,,,,weighted.mean,0.65,0,,we are not using a wb variable to weight because I don't know what it is
ER.MRN.PTMR.ZS,,,,,,,discard,0.65,0,,no aggregation has to be done
EE.BOD.TOTL.KG,,,,,,,discard,0.65,0,,no aggregation has to be done
FO.PRD.RW.M3.NO,,,,,,,sum,0.65,0,,"forestry, faostat"
FO.PRD.RW.M3.SHP,FO.PRD.RW.M3.NO,OA.TPBS.POP.PPL.NO,OA.TPBS.POP.PPL.NO,share,,,weighted.mean,0.65,0,,
FO.PRD.RW.M3.GR50,FO.PRD.RW.M3.NO,,FO.PRD.RW.M3.NO,growth,50,geo,weighted.mean,0.65,0,,
FO.EXQNT.RW.M3.NO,,,,,,,sum,0.65,0,,"forestry, faostat"
FO.IMQNT.RW.M3.NO,,,,,,,sum,0.65,0,,"forestry, faostat"
FO.PRD.IRW.M3.NO,,,,,,,sum,0.65,0,,"forestry, faostat"
FO.PRD.IRW.M3.GR50,FO.PRD.IRW.M3.NO,,FO.PRD.IRW.M3.NO,growth,50,geo,weighted.mean,0.65,0,,
FO.PRD.WF.M3.NO,,,,,,,sum,0.65,0,,"forestry, faostat"
FO.PRD.WF.M3.GR50,FO.PRD.WF.M3.NO,,FO.PRD.WF.M3.NO,growth,50,geo,weighted.mean,0.65,0,,
FO.PRD.RP.M3.NO,,,,,,,sum,0.65,0,,"forestry, faostat"
FO.PRD.RP.M3.GR50,FO.PRD.RP.M3.NO,,FO.PRD.RP.M3.NO,growth,50,geo,weighted.mean,0.65,0,,
FO.PRD.SW.M3.NO,,,,,,,sum,0.65,0,,"forestry, faostat"
FO.PRD.SW.M3.GR50,FO.PRD.SW.M3.NO,,FO.PRD.SW.M3.NO,growth,50,geo,weighted.mean,0.65,0,,
FO.PRD.WBP.M3.NO,,,,,,,sum,0.65,0,,"forestry, faostat"
FO.PRD.WBP.M3.GR50,FO.PRD.WBP.M3.NO,,FO.PRD.WBP.M3.NO,growth,50,geo,weighted.mean,0.65,0,,
FO.PRD.WP.M3.NO,,,,,,,sum,0.65,0,,"forestry, faostat"
FO.PRD.WP.M3.GR50,FO.PRD.WP.M3.NO,,FO.PRD.WP.M3.NO,growth,50,geo,weighted.mean,0.65,0,,
FO.PRD.PPB.M3.NO,,,,,,,sum,0.65,0,,"forestry, faostat"
FO.PRD.PPB.M3.GR50,FO.PRD.PPB.M3.NO,,FO.PRD.PPB.M3.NO,growth,50,geo,weighted.mean,0.65,0,,
FO.EXQNT.RP.M3.NO,,,,,,,sum,0.65,0,,"forestry, faostat"
FO.EXQNT.SW.M3.NO,,,,,,,sum,0.65,0,,"forestry, faostat"
FO.EXQNT.WBP.M3.NO,,,,,,,sum,0.65,0,,"forestry, faostat"
FO.EXQNT.WP.M3.NO,,,,,,,sum,0.65,0,,"forestry, faostat"
FO.EXQNT.PPB.M3.NO,,,,,,,sum,0.65,0,,"forestry, faostat"
FO.EXVAL.TOT.USD.NO,,,,,,,sum,0.65,0,,"forestry, faostat"
FO.IMVAL.TOT.USD.NO,,,,,,,sum,0.65,0,,"forestry, faostat"
GHG.TOT.ALL.GG.NO,,,,,,,sum,0.65,0,,ghg
GHG.TOT.AS.GG.NO,,,,,,,sum,0.65,0,,ghg
GHG.EF.TECO2EQ.GG.NO,,,,,,,sum,0.65,0,,
GHG.MM.TECO2EQ.GG.NO,,,,,,,sum,0.65,0,,
GHG.RC.TECO2EQ.GG.NO,,,,,,,sum,0.65,0,,
GHG.SF.TECO2EQ.GG.NO,,,,,,,sum,0.65,0,,
GHG.MATS.TECO2EQ.GG.NO,,,,,,,sum,0.65,0,,
GHG.MLOP.TECO2EQ.GG.NO,,,,,,,sum,0.65,0,,
GHG.CR.TECO2EQ.GG.NO,,,,,,,sum,0.65,0,,
GHG.CO.TECO2EQ.GG.NO,,,,,,,sum,0.65,0,,
GHG.BCR.TECO2EQ.GG.NO,,,,,,,sum,0.65,0,,
GHG.BS.TECO2EQ.GG.NO,,,,,,,sum,0.65,0,,
GL.LU.TOT.NERCO2EQ.NO,,,,,,,sum,0.65,0,,
GL.BB.TOT.NERCO2EQ.NO,,,,,,,sum,0.65,0,,
GL.CL.TOT.NERCO2EQ.NO,,,,,,,sum,0.65,0,,
GL.FL.TOT.NERCO2EQ.NO,,,,,,,sum,0.65,0,,
GL.FL.F.NERCO2EQ.NO,,,,,,,sum,0.65,0,,
GL.FL.NFC.NERCO2EQ.NO,,,,,,,sum,0.65,0,,
GL.GL.TOT.NERCO2EQ.NO,,,,,,,sum,0.65,0,,
GI.OS.TOT.ECO2EQ.NO,,,,,,,sum,0.65,0,,
GLI.CHPF.TOT.ECO2EQ.NO,,,,,,,sum,0.65,0,,
GHG.AFOLU.TOT.ECO2EQ.NO,,,,,,,sum,0.65,0,,
SM.POP.REFG,,,,,,,sum,0.65,0,,
SM.POP.REFG.OR,,,,,,,sum,0.65,0,,
VC.IDP.TOTL.LE,,,,,,,sum,0.65,0,,
SM.POP.NETM,,,,,,,sum,0.65,0,,
SM.POP.TOTL,,,,,,,sum,0.65,0,,
SM.POP.TOTL.ZS,,,OA.TPBS.POP.PPL.NO,,,,weighted.mean,0.65,0,,
BP.AP.GP.TJ.NO,,,,,,,sum,0.65,0,,
BP.BP.GP.TJ.NO,,,,,,,sum,0.65,0,,
BP.BDP.GP.TJ.NO,,,,,,,sum,0.65,0,,
BP.BGP.GP.TJ.NO,,,,,,,sum,0.65,0,,
BP.VWP.GP.TJ.NO,,,,,,,sum,0.65,0,,
BP.TP.GP.TJ.NO,,,,,,,sum,0.65,0,,
FO.WP.PQ.TN.NO,,,,,,,sum,0.65,0,,
GN.TE.CIA.TJ.NO,,,,,,,sum,0.65,0,,
GN.UI.EA.TJPIN.NO,,,QI.GPIN.AGR.IN.NO,,,,weighted.mean,0.65,0,,
CC.FSQ.GT.GCD.NO,,,OA.TPBS.POP.PPL.NO,,,,weighted.mean,0.65,0,,
CC.PSQ.GT.GCD.NO,,,OA.TPBS.POP.PPL.NO,,,,weighted.mean,0.65,0,,
FI.PRD.CAPT.TN.NO,,,,,,,sum,0.65,0,,
FI.PRD.CAPT.TN.GR10,FI.PRD.CAPT.TN.NO,,FI.PRD.CAPT.TN.NO,growth,10,geo,weighted.mean,0.65,0,,
FI.PRD.CAPT.TN.SH,FI.PRD.CAPT.TN.NO,OA.TPBS.POP.PPL.NO,OA.TPBS.POP.PPL.NO,share,,,weighted.mean,0.65,0,1000,from tonne/cap to kg/cap
FI.PRD.CAPT.TN.SHW,FI.PRD.CAPT.TN.NO,,,share,,,sum,0.65,0,100,
FI.PRD.AQ.TN.NO,,,,,,,sum,0.65,0,,
FI.PRD.AQ.TN.GR10,FI.PRD.AQ.TN.NO,,FI.PRD.AQ.TN.NO,growth,10,geo,weighted.mean,0.65,0,,
FI.PRD.AQ.TN.SH,FI.PRD.AQ.TN.NO,OA.TPBS.POP.PPL.NO,OA.TPBS.POP.PPL.NO,share,,,weighted.mean,0.65,0,1000,from tonne/cap to kg/cap
FI.PRD.AQ.TN.SHW,FI.PRD.AQ.TN.NO,,,share,,,sum,0.65,0,100,
FI.PRD.TOT.TN.NO,,,,manual,,,sum,0.65,0,,
FI.EXVAL.FISH.USD.NO,,,,,,,sum,0.65,0,,
FI.EXVAL.FISH.USD.SH,FI.EXVAL.FISH.USD.NO,MUV,,share,,,sum,0.65,0,,trade
FI.IMVAL.FISH.USD.NO,,,,,,,sum,0.65,0,,fish
FI.IMVAL.FISH.USD.SH,FI.IMVAL.FISH.USD.NO,MUV,,share,,,sum,0.65,0,,trade
FI.NETVAL.FISH.USD.NO,,,,manual,,,sum,0.65,0,,
FI.NETVAL.FISH.USD.SH,FI.NETVAL.FISH.USD.NO,MUV,,share,,,sum,0.65,0,,trade
TP.EXVAL.FOODWF.USD.NO,,,,manual,,,sum,0.65,0,,trade
TP.EXVAL.FOODWF.USD.SH,TP.EXVAL.FOODWF.USD.NO,MUV,,share,,,sum,0.65,0,,trade
TP.IMVAL.FOODWF.USD.NO,,,,manual,,,sum,0.65,0,,trade
TP.IMVAL.FOODWF.USD.SH,TP.IMVAL.FOODWF.USD.NO,MUV,,share,,,sum,0.65,0,,trade
SH.STA.STNT.ZS,,,OA.TPBS.POP.PPL.NO,,,,weighted.mean,0.65,0,,
SH.STA.WAST.ZS,,,OA.TPBS.POP.PPL.NO,,,,weighted.mean,0.65,0,,
SH.STA.OWGH.ZS,,,OA.TPBS.POP.PPL.NO,,,,weighted.mean,0.65,0,,
SH.STA.OWGH.FE.ZS,,,OA.TPBS.POP.PPL.NO,,,,weighted.mean,0.65,0,,
SH.STA.OWGH.MA.ZS,,,OA.TPBS.POP.PPL.NO,,,,weighted.mean,0.65,0,,
SH.XPD.PCAP,,,OA.TPBS.POP.PPL.NO,,,,weighted.mean,0.65,0,,
BN.CAB.XOKA.GD.ZS,,,,,,,discard,0.65,0,,
overweight_FMLE,,,OA.TPBS.POP.PPL.NO,,,,weighted.mean,0.65,0,,
overweight_MLE,,,OA.TPBS.POP.PPL.NO,,,,weighted.mean,0.65,0,,
overweight_BOTH,,,OA.TPBS.POP.PPL.NO,,,,weighted.mean,0.65,0,,
obesity_FMLE,,,OA.TPBS.POP.PPL.NO,,,,weighted.mean,0.65,0,,
obesity_MLE,,,OA.TPBS.POP.PPL.NO,,,,weighted.mean,0.65,0,,
obesity_BOTH,,,OA.TPBS.POP.PPL.NO,,,,weighted.mean,0.65,0,,
urban_female_share,,,OA.TPBS.POP.PPL.NO,,,,weighted.mean,0.65,0,,
urban_male_share,,,OA.TPBS.POP.PPL.NO,,,,weighted.mean,0.65,0,,
rural_female_share,,,OA.TPBS.POP.PPL.NO,,,,weighted.mean,0.65,0,,
rural_male_share,,,OA.TPBS.POP.PPL.NO,,,,weighted.mean,0.65,0,,
SH.H2O.SAFE.RU.ZS,,,OA.TPBS.POP.PPL.NO,,,,weighted.mean,0.65,0,,
PrimFor,,,,,,,sum,0.65,0,,
PlantFor,,,,,,,sum,0.65,0,,
NatRegFor,,,,,,,sum,0.65,0,,
PP_656_5532,,,,,,,mean,0.65,0,,
PI_656_5539,,,,,,,mean,0.65,0,,
TP_656_5922,,,,,,,sum,0.65,0,,
TP_657_5922,,,,,,,sum,0.65,0,,
TP_659_5922,,,,,,,sum,0.65,0,,
TP_656_5622,,,,,,,sum,0.65,0,,
TP_657_5622,,,,,,,sum,0.65,0,,
TP_659_5622,,,,,,,sum,0.65,0,,
QC_656_5312,,,,,,,sum,0.65,0,,
QC_656_5419,,,QC_656_5510,,,,weighted.mean,0.65,0,,
QC_656_5510,,,,,,,sum,0.65,0,,
CC_664_2903,,,OA.TPBS.POP.PPL.NO,,,,weighted.mean,0.65,0,,
CL_664_2941,,,OA.TPBS.POP.PPL.NO,,,,weighted.mean,0.65,0,,
TP_5922_1882,,,,,,,sum,0.65,0,,
energy.for.power.irrigation,,,,,,,sum,0.65,0,,
CP_7013_230123,,,,,,,mean,0.65,0,,
area_harvested,,,,,,,sum,0.65,0,,
nitrogen_tonnes,,,RL.AREA.AGR.HA.NO,,,,weighted.mean,0.65,0,,
phosphate_tonnes,,,RL.AREA.AGR.HA.NO,,,,weighted.mean,0.65,0,,
potash_tonnes,,,RL.AREA.AGR.HA.NO,,,,weighted.mean,0.65,0,,
EE_6740_72041,,,NY.GDP.MKTP.CD,,,,weighted.mean,0.65,0,,
EE_6741_72040,,,NY.GDP.MKTP.CD,,,,weighted.mean,0.65,0,,
GN_6808_72182,,,,,,,sum,0.65,0,,
aquaculture_fish_production,,,,,,,sum,0.65,0,,
capture_fish_production,,,,,,,sum,0.65,0,,
total_fish_production,,,,,,,sum,0.65,0,,
production_quantity_index,,,NY.GDP.MKTP.CD,,,,mean,0.65,0,,
net_fish_trade,,,,,,,sum,0.65,0,,
NY.GDP.MKTP.KD,,,,,,,sum,0.65,0,,
prod_val_vegoil,,,,,,,sum,0.65,0,,
prod_val_vegoil.BASE.0406,,,,manual,,,discard,0.65,0,,the aggregation is not needed but I need to specify it otherwise this variable will be excluded from the aggregation phase and cannot be used as weight for the aggregation of other variables
prod_val_sugar,,,,,,,sum,0.65,0,,
